Complaint_id,Complaints,Category,Intent
C008076,Tried it for the first time to buy data of 2.5gb for #500 from my bank. My money was deducted and I still didn't see my data. It been almost a week now. This app is horrible,Mobile Data,abnormal_data_drain
C008077,9mobile network coverage in kaduna is totally useless. no single signal bar inside house.,SIM Services,sim_barred_nin
C008078,Glo data no dey browse since morning for Calabar. Full 4G bar but nothing dey load.,SIM Services,sim_barred_nin
C008079,"I have been having a really bad experince with this fraudulent app in disguise of financial app, honestly this is the second time it's happening to me so i believe they have been compromised, some of their staffs are debiting people's account because they have you card details, if you love yourself, don't use your ATM card details on this app. I took a loan and repaid, yet they debited me again and refused to refund my money, I called and called for weeks no response, and immediately an unknown caller pretending to be customer care called demanding my SIM OTP.",Fraud,reported_scam
C008080,Every call I make on Glo dey drop after 30 seconds. Fix your mast in Kaduna! Pls help!,Network Quality,frequent_call_drops
C008081,I linked someone to my line and now I want to unlink him but the number is not showing under my Linked numbers. What should I do?,Mobile Data,abnormal_data_drain
C008082,"Worst app ever, don't even waste your data. They even deduct our mobile money and don't give is the bundles we ask for. U can keep calling customer care and all they tell you is that network breakdown 😡😡😡😡😡😡😡😡😡😡😡😡😡 and I cannot complete one single voice call without the network cutting off suddenly.",Network Quality,frequent_call_drops
C008083,"Very bad reputation for a bank that has existed for as long as I can remember spelling my name,I have not been able to transfer my own funds for months now,since the coronavirus surfaced.The only reason why I gave this a one star is because I cant review without giving it a star,that how bad it is.work on your network system,the whole app needs to be changed,I cant even see my account balance on the app... Please and my line was disconnected, stating my NIN registration status is invalid.",SIM Services,sim_barred_nin
C008084,I gave a 1 star because how fustrating the customer service are I laid a complain about losing my phone and my SIM card I installed opay to my new phone tried to login but they keep sending OTP to the lost SIM unfortunately I can't even retrieve the SIM because it was an old SIM and I wasn't the one that did the Nin I suggested a code be sent to my email since my BVN and the face verification are same but guess what the customer service stopped writing to me fix this ASAP I have provided my BVN,SIM Services,sim_barred_nin
C008085,Glo data no dey browse since morning for Enugu. Full 4G bar but nothing dey load.,SIM Services,sim_barred_nin
C008086,My Airtel line is barred despite submitting my NIN verification details at your office in Kano.,SIM Services,sim_barred_nin
C008087,Mtn what's the matter I'm finding it hard to register into this new update 😭😭,SIM Services,sim_barred_nin
C008088,I transfer money Firstbank to firstmonie wallet is over two days now no reflection. And the money has already been deducted from my Firstbank. I just don't understand Firstbank anymore. This is interbank transaction which is not suppose to take more than 2seconds. This Firstbank is too poor. I can't even recommend you. Upon all this years you people have use in nigerian still bad network. Better go upgrade and you people should refund my money. Your customer care keep telling me to be patient and the SIM was blocked with an error message saying NIN linkage is required immediately.,SIM Services,sim_barred_nin
C008089,"After installing the updated app today (14 July 2023), I opened the app. Then I was told to input my phone number to login/sign up. After inputting my phone number, the app said it was retrieving (or ""looking for"") my data. That was how I waited for 5 minutes and the process failed. They said I should try again. I did, but kept on getting an error message that ""something went wrong"". Conclusion: The app is too slow, doesn't open, and doesn't log you in. It's a waste of MB downloading dis update, got a fraudulent call asking me to pay money to unblock my phone line.",Fraud,reported_scam
C008090,"You forced ppl to borrow airtime why they've money💰 in their wallets , who does that? It's should be by choice, not bringing the option by yourself and making it impossible to buy airtime from the main balance ♎. Please don't try such with me again else you will not like it my response and airtime keeps disappearing daily due to forced CRBT ringback tune deductions.",Billing & VAS,forced_subscription
C008091,"Let me just tell you, I am not satisfied with your service, I recharged ₦2,500 on my Airtel line and I was not credited even though I you debited me. I called Airtel and I was informed that it wasn't successful. Please reverse my money immediately. You pay bills on the App it will take more time than necessary before it successful. I am not satisfied with your service, now our entire estate has zero network reception, mast seems completely down.",Network Quality,total_outage
C008092,My MTN line is barred despite submitting my NIN verification details at your office in Calabar.,SIM Services,sim_barred_nin
C008093,"I ve been enjoying internet banking with opay, easy and fast transfers. However, it's been heartbreaking lately, there's been two successful transfer without the recipients being credited. I will like you to look into this and release the monies to recipients or reverse the payments. This has caused me to lose goods and my reputation, then I received a suspicious phishing text claiming my bank account is blocked via this line.",Fraud,reported_scam
C008094,Data and airtime on this app is more expensive than direct charges and this is supposed to be an mtn app but it is consuming so much data than ever the normal apps,Billing & VAS,unexplained_deduction
C008095,Emergency calls only showing on my Airtel sim card since morning for Kano.,Network Quality,total_outage
C008096,"I have just downloaded the app, unfortunetly its asking to open airtel network data while am using airtel network. I have failed to use now, and immediately an unknown caller pretending to be customer care called demanding my SIM OTP.",Fraud,reported_scam
C008097,Please since yesterday I recharged my line trou mobile banking it's not be seen. why ?,Billing & VAS,unexplained_deduction
C008098,"I decided to try them out with the food delivery if truly it works, after multiple attempts to add money to my opay balance and all was not successful, I chatted with a rep. thereafter I tried it again and it went through the time around. I was testing with #150 NGN but #226 was deducted from my Bank account (who knows how much more would have been removed if it were a huge amount). As if that wasn't enough, my opay balance refused to top-up up till this very moment. Waste of time and there is a total network blackout in this whole area with no service at all.",Network Quality,total_outage
C008099,"A stranger called me and said while opening a new account for themselves in their phone,my name and bvn popped on their screen for them same happened to my sister, my details popped up there too So I'm asking why is Palmpay suggesting my details for new account openers I mean someone was able to open Palmpay account with my bvn suggested by Palmpay for them. When my bvn is not linked to their number. It has happened two times now so I'm asking why",SIM Services,sim_barred_nin
C008100,"Opay is a horrible app, i will advice that people should not download the App, poor customer service, My account has been blocked for a week now, have upgraded the account like they requested and they said that i will get response within two working days till now have not gotten any response. Have called on several occasion they will keep deducting my money without picking, now there customer care line is not going, have send mail, chat on whatsapp, instagram and App chat all to no avail",Network Quality,frequent_call_drops
C008101,"Customer service unresponsive and glitchy. I got debited for no reason and the first rep closed the ticket after I stated my issue, I've been trying to reach them since then no one is responding. Guys, Palmpay are scammers now! I'm not the only one who got that debit, it's general. Remove your money from Palmpay, but I cannot make calls because customer care barred my SIM without prior notice.",SIM Services,sim_barred_nin
C008102,"don't use palmpay,I don't borrow money,but there's no how they don't deduct money from my account if I put money there,they always say I borrow money.. they're scam,I don't use there account for many months only to put money there and they deducted it for loan I didn't collect.its been more than 5 times now..I'm not using palmpay again, but my phone calls keep dropping abruptly every 30 seconds.",Network Quality,frequent_call_drops
C008103,Very useless app with very bad customer service..imagine being on a session with a customer care representative and without dealing with your complaint they would end the session. Call them they'll leave your phone playing useless ring back tones for you knowing that it's your Airtime that is burning oh I've applied for account upgrade more than 50 times now they keep telling me nonsense I can never in my life refer this app to anybody... Palmpay is even way ahead of you guys nonsense and the SIM was blocked with an error message saying NIN linkage is required immediately.,SIM Services,sim_barred_nin
C008104,"it delays payment (airtime recharge or transfer) sometimes they will debit me but fail to grant my request, it's so frustrating 😢😧 only to find out you enrolled my line into an unauthorized game club service and deducted my balance.",Billing & VAS,forced_subscription
C008105,"Just updated my app this morning and ever since then, it has been malfunctioning!! I can't make a transfer or even recharge my line. My balance is not showing, so do my previous transactions! Nothing is showing and nothing is working, kindly unbar my SIM line, I have already updated my NIN credentials at your center.",SIM Services,sim_barred_nin
C008106,"I don't like this update! It forces it's way to access my location. I have been on OTP since my update and the worst is ..My phone recognised it as ""malware."" I had to uninstall it after several warnings and notifications that the malware could harm my phone. MTN fix this. I regret doing the update damn!!",SIM Services,sim_barred_nin
C008107,Your data have been very expensive and the internet service is extremely slow. Very annoying,Mobile Data,slow_internet
C008108,"Since the app now requires the sim in phone providing Internet connection, it's almost useless. Scenarios; On WiFi? Can't use the app. Data bundle run out and trying to load a new one? Can't use the app. Sim card is in another device (e.g. MiFi)? Can't use the app. At this rate it's easier to just use the USSD menus.",Billing & VAS,unexplained_deduction
C008109,An SMS was sent to me saying I should download the app for free 50GB data. I downloaded it . I didn't see any data!!😭 So why did I download it in the first place 😒,Mobile Data,abnormal_data_drain
C008110,"palmpay has been good to me,but this days I don't understand, if I'm trying to open my palmpay app ,it will just show me a blank app, it's won't connect ,at first i thought it's network failure,but it's not please work on your app. I complain the last time you people said i should clear my cache which i did and uninstall the app and re down load it, which i did no difference i should just permanently close it and delete it that the only option I have what happening to your app it's not working, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C008111,"Yall lied...you said get up to 2gb bonus when you recharge 300 ngn and above with debid card''i bought airtime countless times and didnt get even 1 mb extra...you dont have to lie about that or mislead the punblic with your fake stategy, line suddenly barred from making calls with message requesting NIN update.",SIM Services,sim_barred_nin
C008112,"I got it and even helped some people to get it from their shop website. The only surprise for me was that with all the videos and updates I did, usage was not even up to 4GB. If I was using my normal data with the things I did yesterday, I'm sure I would have cleared more than 10GB.",Mobile Data,abnormal_data_drain
C008113,"It's a Good bank app, But recently it hasn't been working. It is always tell me ""no network connection"". Even when my Mobile data is on",Network Quality,total_outage
C008114,"I'm not happy anymore with this app, I recharge 1500 and been debited and couldn't see the air time I complain through mail but Up to no result, and immediately an unknown caller pretending to be customer care called demanding my SIM OTP.",Fraud,reported_scam
C008115,"They transferred money to me on Friday and the money was successful but opay refused to credit my account. I had to contact customer service and a lady called olamide attended to me, she said the transaction was successful and after that she refused to attend to me. I keep on messaging her to know if they'll rectify it for me since the transaction was successful she refused to respond and till now she did not respond and my account was not credited. Opay you guys are scammers, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C008116,"I've updated it and it stops working on my phone anytime I tried I got a response of ""network request failed""",Mobile Data,slow_internet
C008117,Mtn is a very stupid network to use I'm going to sue you guys Fraudulent mofos I regret using your network. If there was something like no star at all Nonesense,Mobile Data,slow_internet
C008118,"The app is becoming so useless, if I want to open it to buy data it will be reading..... I end up buying the data from another place. Too slow and you guys need to work on it",Mobile Data,slow_internet
C008119,"I think the new upgrade should be better than the previous. To share data from the App is bad showing my data is low when I have more rhan 30GB. moreso, if I load airtime with the voucher pin, no bonus given unlike the old App. I rate this with 2 stars.",Billing & VAS,unexplained_deduction
C008120,"Your app is so slow, I had to use VPN before I could even open a section. Worst app from a Network provider so far.",Mobile Data,slow_internet
C008121,Great User Interface (UI) but poor User Experience (UX) why most I have active data subscription to be able to use the app? Mtn you are bigger than this. I should be able to use the app to make data subscription if I m out of data. It is possible so make it happen. In recent times some of your features have not been working like buying data for friends and family on both the app and USSD,Billing & VAS,unexplained_deduction
C008122,"If Airtel can't run a simple app well, I wonder if I can even trust them with my airtime balance. They force me to update the app and then it stops completely working. I reinstall the app and it keeps saying can't connect to servers. Unfortunately I had bought airtime to buy data on the app. Now I have to find a way to use up my airtime and abandon Airtel completely. Such as painful experience",Billing & VAS,unexplained_deduction
C008123,I have two some issues with this app; 1. I cant save beneficiaries anymore 2. I cant recharge a specific amount i want 3. I can access my contact in the app for recharge purposes If i try any of the above..the app closes without notice. Please help and mobile reception has gone completely blank on my phone.,Network Quality,total_outage
C008124,"Bad customer service negligence of duties make this app the worst app ever, I add money to the app from my bank, money money was deducted twice with none available on my balance, I called customer service they hanging up. It's not encouraging and una just auto-renewed caller tune without my consent, kindly stop this unsolicited VAS debit.",Billing & VAS,forced_subscription
C008125,"What's the problem of INEC @inecnigeria @joashamupitan After budgeting billions for CVR, issues of no network persist across INEC office nationwide. This is a shame on INEC chairman Amupitan, big shame. If MTN, glo and Airtel have uninterrupted network on their",Network Quality,total_outage
C008126,"MoMo na rubbish, bank imagine funding account dem go charge person withdrawal Dem go still charge, what nonsense, airtel SMARTCASH better pass am, and immediately an unknown caller pretending to be customer care called demanding my SIM OTP.",Fraud,reported_scam
C008127,"If there's a way not to drop any stars I will, you guys customer line doesn't select keywords and the app lacks a lot, no chat box or an easy way to reach a customer care.. Just got a new sim and I'm fade up already.",Network Quality,frequent_call_drops
C008128,"It is very fast and has the best network but if u want to recharge as far as I have recharge for that particular number before it's suppose to bring out the number again,pls how can we get ur customer service number and mobile reception has gone completely blank on my phone.",Network Quality,total_outage
C008129,"Every time no signal at all, network don totally die for my area, make una check am.",Network Quality,total_outage
C008130,"Opay blocked my account and now its been 5 days i have been calling for it to be unnlocked and they keep telling me that it has been unnlocked...And still i cant do any transactions and i have loan to repay to easi money through the app..If this is a fraud ,they should stop it bcos u cant be deducting money from my account and yet i cant do any transactions in tbe app...Its very discouraging and i am begining to regret downloading the app...",Fraud,reported_scam
C008131,"Usless and frustrating banking app I have ever seen. After wasting my data to download this useless app and registered successfully, I can't access my dashboard but keep showing ""error something went wrong, try again later"". Imagine I have my money in the app what would have been my faith now. Banking business is not for everybody if you not ready to implement good banking platform, now every business call I make cuts off unexpectedly, please check your transmission mast.",Network Quality,frequent_call_drops
C008132,you guys should make improvements on the app please the network there is so slow and frustrating 😡,Mobile Data,slow_internet
C008133,"Hi I have called & email so many times to airtel customer service after that they didn't fix problem it's almost 2 month they taken very polite this problem,just want Inform you again about not seen data balance,please work on it in your Bazu bundles specially 2k/ 3gb we can't see any data bundle,this is very urgent Thankyou and the SIM was blocked with an error message saying NIN linkage is required immediately.",SIM Services,sim_barred_nin
C008134,How do I link another MTN number to my mtn app?.. the link option isn't clicking.,Mobile Data,abnormal_data_drain
C008135,Keep crashing when I try to check data balance,Billing & VAS,unexplained_deduction
C008136,"Opay service and it's network is very poor this day that I always found it difficult to enjoy better service like I do enjoy from other Fintech services. It's very problematic to check ur balance or make transaction while d same network is used to open n transacts on other Fintech services...pls do something urgent to address this glitches. Thanks, line suddenly barred from making calls with message requesting NIN update.",SIM Services,sim_barred_nin
C008137,Being Charged for High Speed Internet and Services are not Rendered,Mobile Data,slow_internet
C008138,The app is frustrating. Why is there no option to manually enter the OTP. It must not be compulsory for automatic verification.My data SIM is not in a smartphone and I'm stuck at the OTP request screen. My first experience is already a bad one and my SIM was restricted with prompt to visit office for NIN biometric capture.,SIM Services,sim_barred_nin
C008139,the app is too slow when connected with Ariel network but faster while using other network. thought there is data bonus when download but was not given. even for the tv app NO data bonus. you guys sucks.,Mobile Data,slow_internet
C008140,"Mtn app is so useless you're a million dollar company and can't make a good, functional app the app is very laggy and filled with bugs, and sometimes doesn't reload your balance or even work at all. It's a shame to MTN honestly",Billing & VAS,unexplained_deduction
C008141,"This would be the best mobile network app for it's design. However, I bought airtime using it, money was deducted and no airtime was credited to my account. My attempts to follow up with Airtel Ug were futile - with no result. It is better you avoid it altogether to avoid being victim too, and I was sent a fraudulent SMS asking for my USSD transaction pin.",Fraud,reported_scam
C008142,"Palmpay has a VERY horrible customer service & their business model is anchored, (please note the choice of word 'anchored') on selfishness, greedy & exploitation of users I don't advice anyone to bank with them If you are somehow hacked or defrauded, they will do little to help you out There also encourage gambling by issuing coupons for betting: I don't engage in such but there constantly informed me of it Their I.T. software & connectivity is very good though",Fraud,reported_scam
C008143,doesn't open even when I have enough data or complete net work bar this makes my transactions stressful,SIM Services,sim_barred_nin
C008144,"An app that takes ages to open. An app that cannot automatically update it's account balances, etc. Coming from a big organization like MTN..... unbelievable!",Network Quality,frequent_call_drops
C008145,"Not just a useless App, even Glo itself is useless i don't know hiw i will do 3gig and the network will be bad to the extent of losing it to them. They are the worst network ever",Mobile Data,slow_internet
C008146,"The app is not opening here.. I have internet connection and it's still not opening, then I received a suspicious phishing text claiming my bank account is blocked via this line.",Fraud,reported_scam
C008147,"Cant recharge my glo line on this app,2: cant fund my betting account too, and immediately an unknown caller pretending to be customer care called demanding my SIM OTP.",Fraud,reported_scam
C008148,"I love the app interface.tge operation is seamless..but the ipurchase is not designed to meet quick transfer needs..I should be able to change figure to transfer cos its not all the time I send same amount to same recipient..most annoyingly is the reward program. I make transfer, yet I don't get the reward points. I only occasionally get reward points when I recharge or pay cable TV bills. Others don't get rewards points..that's deceit and the SIM was blocked with an error message saying NIN linkage is required immediately.",SIM Services,sim_barred_nin
C008149,"Loved it initially but with my experience , it's not worth bragging. I made a payment for DStv subscription since 7th Oct ,money was debited and till date hasn't reflected in the DStv account. I have sent more than 30 emails and all I get it's my case worked on it till date. Nothing else. I wonder how long it will take to resolve this issue. Please using this app is at your own risk, and immediately an unknown caller pretending to be customer care called demanding my SIM OTP.",Fraud,reported_scam
C008150,"""Big thanks to the Airtel app development team for their hard work in making this app so user-friendly and convenient. It's been a game-changer for managing my Airtel services. I'd love to see even more features added, like the possibility of an Airtel MasterCard integration,wewole and more. Also, I believe that continually improving the user interface can make the app even better. Keep up the fantastic work, and please consider these suggestions for an even more outstanding user experience!""",Network Quality,total_outage
C008151,"Very bad app, I make a gotv subscription with this app, which they wasn't active it for complete 2days and I decided to use another Marchant while asking for refund from fairmoney, happily from the other Marchant my gotv was activated in just 2 seconds, And this was the reason why I requested for a refund but instead they activate it just now after 72hrs of making payment ( my money was wasted). Thats why I rate it 1 star, a very poor and very slow service and there is a total network blackout in this whole area with no service at all.",Network Quality,total_outage
C008152,"so far, is good but sometimes, someone will recharge and your account won't be credited...you guys have to work on that, but fraudsters are using this network line to send fake credit alerts to unsuspecting people.",Fraud,reported_scam
C008153,"The Palmpay network is very bad and I regret of register with Palmpay, I made a transfer to another bank my account was debited showing pending for almost a day now, the transaction was not process nothing was done to it. No help from customer service. Please I need my account to be refunded back and the SIM was blocked with an error message saying NIN linkage is required immediately.",SIM Services,sim_barred_nin
C008154,"This is the most stupid app ever with poor customer support I sold my Airtime to cash using recharge to cash but the transaction failed and my Airtime was deducted twice and I didn't receive any cash transfer And I tried to contact the customer support for support but they are very poor to the extent they give customers much time to explain and not really ready to help at all. I can't believe I really lost money in bank dat supposed to be the safest place Am highly disappointed, and there is a total network blackout in this whole area with no service at all.",Network Quality,total_outage
C008155,Nice services though it needs some improvement because when mobile data runs out you are unable to use this app . Yet at times you might be in need of buying data using it but you find yourself in a way that you have to first buy data using a USSD code. so we request that you consider that also. But otherwise services are good  and there is a total network blackout in this whole area with no service at all.,Network Quality,total_outage
C008156,"What is happening to your app...have been trying to open it for the last one month and still tells me no internet connection...have tried to install and unistall severally and it's still not working, then I received a suspicious phishing text claiming my bank account is blocked via this line.",Fraud,reported_scam
C008157,"You guys are somehow very useless,why so many crazy ads for referrals and loans that your customers didn't ask for, and why should you be tormenting me with flexi loans that I never asked for,,very useless app,this was the same reason I deleted this app before,why giving me loan airtime while am trying to recharge from my account, remove this flexi stupidity before I delete this app ASAP, and immediately an unknown caller pretending to be customer care called demanding my SIM OTP.",Fraud,reported_scam
C008158,"This is the worst app and network you can't even contact them and tell them your problem so useless😠😠😠😡😡😡they even promised 1GB data to last for 7 days and mine only lasted for half a day and the #1000 i recharged was taken without me using it am so disappointed, but my line was barred despite submitting my NIN details for verification last week.",SIM Services,sim_barred_nin
C008159,"This app is meant to be convenient, but its the opposite and very misleading.. please work on it or just demolish the app, because its so frustrating. Even the new update seems to have issues not fixed , opening the app takes a while, data balance on interface is not accurate still misleading, app doesn't respond well on periods when alot of people are using it at once e.g (end of month) . Please fix these issues and make this app convenient, because it really isn't. Thanks, but the SIM card is displaying 'No Service' since morning, I cannot call or browse.",Network Quality,total_outage
C008160,Every call I make on 9mobile dey drop after 30 seconds. Fix your mast in Kaduna!,Network Quality,frequent_call_drops
C008161,"Goodmorning I have an unsasticfactory experience on the app since yesterday I can't have acess to my money in the app am logging in however am a user o I can't make any transaction on my account I can't transfer I can't even see my account balance all the time it's saying system busy, got a fraudulent call asking me to pay money to unblock my phone line.",Fraud,reported_scam
C008162,"Zero stars. Via the airtel app, I have been charged more than thrice for a package that was never availed. I have had customer care attendants create various cases everytime I call, YET this still isn't helpful. To be honest, I think airtel just enjoys making money from people minus delivering the quality service we expect. Even now, 48 hours later, I am still waiting for another complaint to be worked on. Trash!!!!",Network Quality,frequent_call_drops
C008163,"It would be great if It could be used on all devices. I could not use it on my tablet because it can only verify the authentication OTP from the number it's sent to. Meaning my number had to be in the tablet yet I can't as you all know some tablets do not take SIM card. It was and is a down for me, and kind of limiting yet tech is supposed to be flexible. You have so far updateed this up but unfortunately you have not considered your issue or idea.",Mobile Data,abnormal_data_drain
C008164,this palmpay sef transaction did not work and I have to wait how many hours before i can get a refund it works which kind nonsense microfinance bank be dis sef na to just dey use am buy recharge card apart from that the app is just useless and a fraud and this app is just a fraud and I advice any one of you not to use this app and calls cannot last up to one minute without dropping completely.,Network Quality,frequent_call_drops
C008165,"I need to check data balance for my Airtel line in Hertz 4g router , your app does not allow that. The router has no feature to check data balance. Am very disappointed and now auto-renewal is debiting my airtime despite sending STOP to deactivate this service.",Billing & VAS,forced_subscription
C008166,"If someone encounter problem in your app, its had to commumicate you. You disappointed me on one transaction that i did this week, whereby, you deducted the money from my wallet and couldnt credit the account i was sending to Till now, nothing as happened. Your customer care is mad to call. If i didnt see my money in the next few days. I will spread my experince to every body, got a fraudulent call asking me to pay money to unblock my phone line.",Fraud,reported_scam
C008167,"Very unasthetic. Difficult to even know where you are. Some of the balances or bundles are not even there to see-I cannot even visualise my data bundle. Very poorly organised app. Look at the competition and see their app how it very well organised-I don't want to mention name but you can check. I'm a fan of airtel data and services but these days your data service is unreliable-especially in Kano (Ladanai and other areas). Please, look at it well. Your customer.",Mobile Data,abnormal_data_drain
C008168,"I hate it 😏 it's slow, it doesn't work without internet, it's so frustrating. I'm not sorry for writing this. I'm just telling the truth. Then the way data gets done so easily is so alarming. I hope u people adjust , I'll be grateful for the changes, the network is always bad, I'm really having a bad experience with Airtel app Please change, I deserve to enjoy too coz I've seen some positive reviews so I believe that I can also get to have the same experience someday. Thanks for this",Mobile Data,slow_internet
C008169,The app is always slow to respond at times and worse of all now is I can't even access the data bundles on the app.,Mobile Data,slow_internet
C008170,"Their Customer service is rubbish, slow and inactive including their fake fast online services that claims to respond within one minute... Opay happens to be the best online bank that have fast response when you report issues of transfer to their customer service... Palm pay empty fast online customer service doesn't respond to you. They only calm you down but still won't do anything even when you wait for two hours... Too bad 👎👎👎, but every outgoing call disconnects immediately the other party picks up.",Network Quality,frequent_call_drops
C008171,Same here I used this app some month ago flashed my phone redownloaded it and it keeps asking me for otp telling me wrong no later work After some hours again found out it has removed my account Pls solve this issue or I go for another sim,Mobile Data,slow_internet
C008172,"It's a nice app, but I don't know why the mtn sim I bought few weeks ago stopped functioning!! It's really annoying.",Billing & VAS,forced_subscription
C008173,"Palmcredit, please how long will it take you to update records. Since I started using your app I have been making my repayments promptly. I did same on march 21,2023 through direct debit, since it wasn't successful I tried paying through bank transfer. Network was fluctuating however N87,769. 19 was deducted from my first bank account but you have only acknowledged receipt of N37 715.36. I am not owing you people yet you are counting overdue charges which I won't pay. Please update my records and my SIM was restricted with prompt to visit office for NIN biometric capture.",SIM Services,sim_barred_nin
C008174,"if I can give 0 or -0, I will definitely do so. my child bought airtime using ok card thinking it was normal bonus. we later realize it was borrowed, no we want to return the money you don't allow us to and you've blocked the phone for past 2month now. why, then I received a suspicious phishing text claiming my bank account is blocked via this line.",Fraud,reported_scam
C008175,Emergency calls only showing on my 9mobile sim card since morning for Akure.,Network Quality,total_outage
C008176,i didn't get the bonus data when I downloaded the mtn app for the first time and I was seriously looking forward to it great app though,Mobile Data,abnormal_data_drain
C008177,"Palm credit charged me 100 to pay to get my loan of 5000, I had to pay off 6145 or so that same day. The loan repayment duration was just two weeks. Network was lagging in d app and when I thought I couldn't get d loan and tried cancelling it, I suddenly got a message of being credited and the SIM was blocked with an error message saying NIN linkage is required immediately.",SIM Services,sim_barred_nin
C008178,One of the most horrible updates like old change it this is painful my Tuesday awoof can't load like come on... please mtn network is poor please help mtn user's we are begging 🥺🙏🏿🥺,Mobile Data,slow_internet
C008179,Slow to login and expensive data,Mobile Data,slow_internet
C008180,"The worst!! Been trying to buy data via this app but takes forever to credit even after being debited and the acknowledged purchase from MTN via email. Would have been better if we recharged from our banks but No, MTN doesn't want that for her customers. Too stressed using MTN.",Billing & VAS,unexplained_deduction
C008181,"One of the worst things I've ever experienced in my life, so expensive, doesn't last a day after buying a one month subscription and most of all an unstable connectivity 😤.... I would rather stick with either Glo or Airtel than this money gobbler 😡",Billing & VAS,forced_subscription
C008182,Didn't get data bonus after downloading,Mobile Data,abnormal_data_drain
C008183,What's going on with the app? I've tried to access the megadeals but it doesn't load. It's not even showing me my data and airtime balance. I thought it was because of data but I have enough. Please work on it. Thank you.,Billing & VAS,unexplained_deduction
C008184,Browsing speed on Glo is very poor around Kano. Videos are constantly buffering.,Mobile Data,slow_internet
C008185,the app is quite good. however i tried to get a loan but i cant log in. app tells me network unavailable. the 14 days repayment period is too short for the interest rate charged and calls cannot last up to one minute without dropping completely.,Network Quality,frequent_call_drops
C008186,"This app just deduct my 30 twice without give me loan and de show me d amount that is available buh i cant get it ...d just lemme waste my time,data and my money and my voice call keeps muting and dropping due to unstable cell coverage.",Network Quality,frequent_call_drops
C008187,Stopping at sending otp... Tried it like 6 times alreasy with my airtel sim number inside my phone and I cannot complete one single voice call without the network cutting off suddenly.,Network Quality,frequent_call_drops
C008188,"A terrible experience try to upgrade KYC to make use of some of the useful features. Customer support either tells you to change your network service provider or reinstall the app to resolve obvious bugs in their app. The support people don't seem to know what they are doing or talking about, but I cannot make calls because customer care barred my SIM without prior notice.",SIM Services,sim_barred_nin
C008189,"The App is very bad since the last update. I can't open it since I updated to this version. Kindly do something about it quickly. I cleared cookies and data, I even uninstalled and redownloaded it, same story, and immediately an unknown caller pretending to be customer care called demanding my SIM OTP.",Fraud,reported_scam
C008190,"poor.why the app requires data to function,,the app should help us purchase data bundles and recharge our accounts without any data cost,,i will rate it higher the moment you will make those changes, but every outgoing call disconnects immediately the other party picks up.",Network Quality,frequent_call_drops
C008191,"From five stars to one star, hope there is lesser. I've been trying to transfer money since morning, all to no avail. The account number is correct, but the app is telling me it's not correct after a long time of telling me to wait to get data retrieved. I tried using USSD and the account details was brought out. Serious work still have to be done on this app. GTB should be more mature than having a toy app. This app in one word: "" A Joke"" I need my former app back or I stop using GTB, line suddenly barred from making calls with message requesting NIN update.",SIM Services,sim_barred_nin
C008192,"This app us very shifty and keeps crashing. I wish I could rate them 0 star self. I have been trying to open the app since, It keeps showing me try again when my internet connection is a 4 g. Pls I wish they could stop it, and immediately an unknown caller pretending to be customer care called demanding my SIM OTP.",Fraud,reported_scam
C008193,"Why do I have to re-login every time I want to purchase data, can't it just be logged in , why am I always getting signed out.. always requesting OTP every time, please fix it,",Mobile Data,abnormal_data_drain
C008194,The app is somewhat with unrealiable information esp on data balances and such. You guys also need to offer the offline mode for the app if possible and calls cannot last up to one minute without dropping completely.,Network Quality,frequent_call_drops
C008195,MTN abeg fix ur internet for Abuja. Since 2 days now we dey struggle with 2G/E speed.,Mobile Data,slow_internet
C008196,"I don't want to say I regret using this app but I just did,how can I do a 2-days data subscription of #500 which is meant to be 2gb +500mb bonus but all I got was the 500mb bonus.. isn't that a scam or something?,I should have just done my glo sub in peace, Infact I'm not supposed to give any star but it's just not possible.. I had a doubt about this app before using and it was confirmed thanks",Fraud,reported_scam
C008197,"1. Not able to do any money transfer to the DRC. Always saying ""Receiver is barred"" (for whatever number you try). 2. Not able to have conversation with the Customer service through the helplines provided (111, 115) Kindly, improve your services.",SIM Services,sim_barred_nin
C008198,9mobile abeg fix ur internet for Akure. Since 2 days now we dey struggle with 2G/E speed. Pls help!,Mobile Data,slow_internet
C008199,"I'm giving this App 1 star because I purchased data on the 28 of this month and up till now i have not received any data. The agent I spoke to said it will be taken care of, but it was all lies. This App is a scam",Fraud,reported_scam
C008200,i would have given it five but the fact that u have to get otp everyday before using the app is frustrating and it just developed q glitch that does not allow me purchase data bundles with card pls fix this thank you.,Mobile Data,abnormal_data_drain
C008201,"Very bad, very slow and unable to share data with the app. Please work on it or delete it until you're ready to develop a better faster and friendly app.",Mobile Data,slow_internet
C008202,I downloaded this app since morning and i have not been able to get past the Otp Every time u keep telling me cant connect to the server I have over 40 Otp's now Nothing is wrong with my sim Fix ur app,Mobile Data,slow_internet
C008203,MTN isn't being straightforward anymore. I was offered 2.5G for 500 Naira but when I clicked on the link downloaded the MTN app login click on it. It now turn to 2.5G for 900 Naira this is not proper,Mobile Data,slow_internet
